Superficie,Tipo,Operación,Provincia,Precio Venta,Fecha Venta
269,Piso,Alquiler,Lleida,1089181,2005-07-25
221,Piso,Alquiler,Tarragona,1194505,2005-12-12
143,Industrial,Alquiler,Barcelona,1106677,2005-08-08
170,Industrial,Alquiler,Barcelona,1262250,2005-11-29
171,Casa,Alquiler,Lleida,1236672,2005-06-07
153,Industrial,Alquiler,Girona,923355,2005-07-07
252,Industrial,Venta,Barcelona,2398788,2005-11-19
180,Local,Venta,Lleida,1636560,2005-08-31
271,Industrial,Venta,Lleida,2496723,2005-12-12
59,Piso,Alquiler,Girona,325326,2005-04-09
264,Casa,Alquiler,Lleida,1441440,2005-10-28
162,Local,Venta,Barcelona,1315440,2005-09-16
286,Local,Alquiler,Tarragona,1732302,2005-08-26
90,Suelo,Venta,Tarragona,374310,2005-12-07
186,Suelo,Alquiler,Tarragona,1844004,2005-06-19
217,Piso,Alquiler,Tarragona,1603196,2005-12-11
260,Parking,Alquiler,Girona,2402920,2005-10-09
240,Suelo,Alquiler,Girona,1823280,2005-09-04
157,Oficina,Alquiler,Barcelona,949693,2005-11-27
279,Casa,Alquiler,Barcelona,2362572,2005-09-25
73,Oficina,Venta,Barcelona,672987,2005-04-21
120,Casa,Venta,Tarragona,703680,2005-09-16
246,Parking,Venta,Lleida,1940448,2005-10-08
75,Casa,Venta,Girona,624600,2005-12-12
42,Industrial,Venta,Girona,224280,2005-07-10
251,Oficina,Alquiler,Barcelona,2138771,2005-05-15
149,Local,Alquiler,Lleida,1250408,2005-10-30
45,Suelo,Alquiler,Girona,300105,2005-06-02
90,Casa,Venta,Barcelona,599850,2005-12-30
221,Parking,Venta,Barcelona,1919827,2006-01-06
133,Oficina,Venta,Girona,573230,2005-09-20
80,Piso,Venta,Barcelona,500560,2005-12-11
45,Industrial,Venta,Barcelona,259515,2005-12-17
68,Parking,Venta,Tarragona,652052,2005-09-20
213,Oficina,Venta,Barcelona,1886541,2005-09-05
80,Piso,Alquiler,Girona,607200,2005-11-20
200,Industrial,Alquiler,Lleida,1502800,2005-10-14
287,Suelo,Venta,Girona,2808008,2005-06-24
108,Suelo,Venta,Lleida,892620,2005-11-08
221,Parking,Venta,Barcelona,1471197,2005-10-17
108,Local,Venta,Tarragona,1065744,2005-05-03
232,Parking,Venta,Lleida,1162784,2005-08-23
118,Parking,Venta,Girona,1134452,2005-04-27
132,Piso,Alquiler,Girona,592152,2005-04-23
246,Oficina,Alquiler,Tarragona,2083866,2005-07-25
293,Industrial,Alquiler,Lleida,2141830,2005-09-19
290,Parking,Alquiler,Barcelona,2275050,2005-09-20
72,Parking,Venta,Lleida,298368,2005-04-26
212,Local,Alquiler,Barcelona,1911604,2006-01-14
254,Oficina,Alquiler,Barcelona,1850644,2005-11-28
91,Oficina,Venta,Girona,777686,2005-10-19
287,Local,Alquiler,Lleida,2279354,2005-12-15
180,Piso,Alquiler,Barcelona,1128420,2005-10-13
173,Oficina,Venta,Tarragona,1615128,2005-05-06
210,Oficina,Alquiler,Tarragona,1332030,2006-01-02
287,Parking,Alquiler,Girona,1370138,2005-05-03
47,Industrial,Venta,Barcelona,424175,2005-06-19
260,Piso,Alquiler,Lleida,2546180,2005-05-23
197,Parking,Alquiler,Tarragona,1199730,2006-01-13
144,Industrial,Alquiler,Tarragona,760176,2005-10-20
168,Industrial,Venta,Barcelona,1081248,2005-06-01
253,Local,Alquiler,Barcelona,1816793,2005-10-22
110,Oficina,Venta,Tarragona,943800,2006-01-26
299,Piso,Alquiler,Tarragona,2130375,2005-10-28
222,Parking,Alquiler,Girona,2209344,2005-09-09
139,Piso,Venta,Barcelona,1187477,2005-05-31
300,Local,Venta,Barcelona,1772700,2006-01-03
64,Local,Venta,Girona,539392,2005-08-03
156,Oficina,Venta,Tarragona,771108,2005-07-25
262,Suelo,Venta,Barcelona,1960808,2005-09-11
82,Industrial,Alquiler,Girona,621314,2005-09-07
243,Piso,Alquiler,Tarragona,1814238,2006-01-29
73,Suelo,Alquiler,Lleida,468952,2005-06-11
268,Casa,Venta,Tarragona,1950772,2005-06-02
125,Local,Venta,Lleida,932250,2005-08-03
114,Oficina,Venta,Lleida,786714,2005-09-04
97,Parking,Alquiler,Tarragona,541648,2005-06-11
141,Oficina,Venta,Girona,1279434,2005-09-26
105,Suelo,Alquiler,Tarragona,650580,2005-05-26
199,Industrial,Alquiler,Lleida,1009328,2005-12-04
286,Parking,Alquiler,Tarragona,2064634,2005-05-26
110,Local,Venta,Lleida,924990,2005-09-25
87,Parking,Alquiler,Barcelona,372447,2005-07-17
210,Industrial,Alquiler,Barcelona,1602300,2005-06-26
157,Parking,Venta,Tarragona,1323353,2005-07-25
76,Industrial,Venta,Girona,499244,2005-07-04
179,Piso,Alquiler,Lleida,963020,2005-11-06
96,Local,Venta,Lleida,493632,2006-01-13
154,Casa,Alquiler,Girona,1037498,2005-09-20
293,Parking,Alquiler,Lleida,2741308,2005-10-20
286,Local,Alquiler,Barcelona,1912482,2005-11-26
180,Local,Venta,Girona,1707660,2005-07-28
176,Piso,Venta,Lleida,1592624,2005-05-20
228,Piso,Venta,Girona,1339044,2005-12-14
157,Oficina,Venta,Girona,879357,2005-05-17
208,Piso,Venta,Girona,1215344,2005-05-27
245,Casa,Alquiler,Tarragona,2287075,2006-01-31
111,Piso,Venta,Tarragona,462315,2006-01-13
75,Piso,Alquiler,Tarragona,359775,2005-05-29
229,Parking,Venta,Barcelona,1859480,2006-01-06
119,Oficina,Alquiler,Girona,899640,2005-12-12
58,Casa,Alquiler,Barcelona,444338,2005-06-04
156,Parking,Venta,Barcelona,795912,2006-01-06
92,Piso,Alquiler,Barcelona,900956,2005-06-14
132,Oficina,Venta,Lleida,712404,2005-08-03
122,Local,Venta,Barcelona,879254,2005-06-25
58,Casa,Alquiler,Tarragona,349102,2005-10-22
67,Suelo,Venta,Lleida,297882,2006-02-08
75,Piso,Venta,Lleida,563475,2005-12-25
257,Casa,Venta,Barcelona,1066550,2005-09-23
96,Industrial,Venta,Girona,742176,2005-12-15
140,Suelo,Venta,Tarragona,1318660,2005-10-16
179,Parking,Venta,Lleida,1601334,2005-11-07
230,Casa,Venta,Tarragona,1033850,2005-10-30
254,Suelo,Alquiler,Barcelona,1394206,2005-05-28
256,Suelo,Alquiler,Barcelona,2176768,2006-02-13
106,Piso,Alquiler,Tarragona,850226,2005-09-02
198,Oficina,Venta,Barcelona,1090782,2006-02-01
153,Industrial,Alquiler,Lleida,1519137,2005-06-20
233,Oficina,Alquiler,Barcelona,984192,2006-01-28
61,Oficina,Alquiler,Lleida,481656,2005-09-18
105,Piso,Alquiler,Lleida,909090,2005-10-25
158,Local,Venta,Barcelona,1308398,2006-02-05
224,Local,Venta,Girona,1966272,2005-12-02
272,Suelo,Venta,Lleida,2021232,2005-10-16
292,Piso,Alquiler,Barcelona,2865688,2005-08-21
94,Suelo,Venta,Tarragona,857374,2005-12-11
251,Industrial,Venta,Tarragona,1305200,2005-12-18
254,Local,Venta,Girona,1614170,2006-01-18
298,Oficina,Venta,Barcelona,2436448,2005-08-13
214,Industrial,Venta,Tarragona,1823708,2005-09-16
276,Industrial,Venta,Barcelona,2148384,2005-10-12
197,Suelo,Venta,Lleida,1594715,2006-01-15
111,Local,Venta,Tarragona,698301,2005-10-23
81,Industrial,Alquiler,Tarragona,523989,2005-10-13
174,Parking,Venta,Lleida,750984,2005-07-07
214,Suelo,Alquiler,Lleida,1665134,2005-10-21
227,Piso,Alquiler,Lleida,1820540,2005-10-12
152,Parking,Venta,Lleida,1076464,2005-05-27
206,Piso,Venta,Girona,1136502,2006-01-22
150,Casa,Alquiler,Tarragona,1051500,2006-02-17
165,Local,Alquiler,Tarragona,744480,2005-08-06
120,Oficina,Venta,Tarragona,647280,2005-09-02
188,Oficina,Venta,Girona,1697640,2005-08-04
83,Local,Venta,Lleida,463306,2005-09-04
72,Piso,Venta,Lleida,322344,2005-08-03
62,Local,Alquiler,Girona,484592,2005-10-09
133,Casa,Venta,Barcelona,1305129,2005-12-22
77,Suelo,Alquiler,Lleida,711634,2005-11-10
219,Parking,Venta,Tarragona,1468614,2005-10-10
91,Casa,Venta,Barcelona,780598,2005-11-07
70,Oficina,Alquiler,Barcelona,354270,2005-11-18
45,Casa,Alquiler,Barcelona,425790,2006-01-16
177,Suelo,Venta,Girona,1203246,2006-02-20
45,Parking,Alquiler,Girona,360540,2005-09-02
94,Oficina,Alquiler,Lleida,639952,2005-09-26
236,Piso,Venta,Barcelona,1388388,2006-02-04
151,Casa,Alquiler,Girona,756208,2006-02-13
50,Industrial,Alquiler,Girona,442300,2005-06-30
93,Parking,Alquiler,Girona,375813,2005-07-12
255,Piso,Alquiler,Barcelona,1471605,2005-10-11
153,Parking,Venta,Girona,1401633,2005-09-14
142,Industrial,Venta,Barcelona,1256274,2005-07-21
235,Casa,Alquiler,Girona,2055310,2006-01-03
239,Casa,Alquiler,Barcelona,1320236,2005-08-03
191,Casa,Alquiler,Tarragona,969707,2005-12-05
92,Piso,Alquiler,Girona,743360,2005-08-11
124,Suelo,Venta,Girona,614048,2005-07-13
57,Suelo,Venta,Tarragona,233358,2005-12-18
98,Piso,Venta,Barcelona,917378,2005-12-06
42,Oficina,Alquiler,Barcelona,235746,2005-07-25
60,Local,Venta,Barcelona,474600,2005-10-01
54,Suelo,Venta,Tarragona,298350,2005-06-14
139,Suelo,Alquiler,Tarragona,1100046,2005-08-28
237,Industrial,Venta,Lleida,1013175,2006-01-10
255,Oficina,Venta,Barcelona,2151435,2005-08-26
213,Local,Venta,Barcelona,2105079,2005-07-25
117,Suelo,Venta,Barcelona,953316,2005-12-27
250,Oficina,Venta,Tarragona,1531000,2006-02-09
236,Suelo,Alquiler,Girona,1449512,2006-02-05
91,Piso,Alquiler,Girona,395850,2005-12-10
247,Suelo,Alquiler,Lleida,1504477,2006-01-03
229,Local,Venta,Lleida,935694,2005-10-18
143,Casa,Venta,Barcelona,1246960,2005-09-28
154,Casa,Venta,Tarragona,1238006,2005-09-04
145,Casa,Alquiler,Girona,655690,2005-06-08
42,Piso,Alquiler,Lleida,293370,2005-08-20
281,Piso,Alquiler,Lleida,2688046,2005-10-24
184,Casa,Venta,Barcelona,1830800,2006-01-25
241,Piso,Venta,Girona,1729416,2005-09-18
251,Suelo,Venta,Barcelona,2234653,2005-08-01
90,Parking,Venta,Tarragona,438480,2005-10-23
269,Local,Alquiler,Barcelona,2032295,2005-11-27
245,Piso,Alquiler,Tarragona,1377880,2005-07-10
181,Parking,Venta,Girona,1805475,2005-06-10
124,Parking,Venta,Tarragona,1070740,2005-12-22
164,Parking,Venta,Girona,785068,2006-01-22
291,Piso,Venta,Lleida,1497195,2005-08-17
164,Industrial,Alquiler,Girona,1526840,2005-10-20
188,Piso,Alquiler,Tarragona,996588,2005-06-20
79,Suelo,Alquiler,Tarragona,451643,2006-01-15
268,Suelo,Venta,Girona,2422720,2005-11-27
130,Suelo,Venta,Barcelona,1292980,2005-11-11
138,Local,Alquiler,Barcelona,949578,2006-02-17
88,Parking,Venta,Lleida,820776,2005-08-20
116,Local,Venta,Lleida,848888,2005-07-26
233,Piso,Venta,Lleida,1673173,2005-06-28
116,Oficina,Venta,Barcelona,841232,2006-01-18
55,Casa,Alquiler,Lleida,376090,2006-02-27
192,Casa,Venta,Girona,820608,2005-07-28
149,Casa,Venta,Lleida,839615,2005-10-05
285,Industrial,Alquiler,Lleida,2562435,2005-06-20
88,Local,Alquiler,Tarragona,630608,2005-12-17
100,Piso,Alquiler,Girona,484200,2005-09-30
52,Industrial,Alquiler,Girona,269516,2005-08-21
274,Oficina,Alquiler,Barcelona,1152718,2005-07-31
276,Parking,Venta,Girona,1477428,2005-11-23
68,Parking,Venta,Barcelona,367132,2005-08-31
268,Industrial,Venta,Barcelona,1557884,2005-12-09
182,Piso,Alquiler,Tarragona,851032,2006-01-02
99,Parking,Alquiler,Barcelona,500148,2005-08-09
163,Piso,Venta,Girona,1362843,2006-01-31
150,Local,Alquiler,Barcelona,730350,2005-06-28
126,Oficina,Venta,Barcelona,867636,2005-11-02
71,Industrial,Alquiler,Barcelona,459725,2006-01-26
127,Industrial,Venta,Barcelona,757809,2006-02-20
40,Casa,Venta,Girona,354360,2005-10-16
168,Piso,Venta,Girona,1620192,2005-10-09
117,Parking,Venta,Girona,1149525,2006-02-27
241,Casa,Alquiler,Tarragona,1248862,2005-08-22
180,Industrial,Venta,Tarragona,1495260,2005-11-03
91,Industrial,Venta,Barcelona,485849,2005-07-24
187,Suelo,Alquiler,Tarragona,1194930,2006-02-08
68,Industrial,Alquiler,Barcelona,525096,2005-08-27
196,Casa,Venta,Tarragona,849464,2006-03-26
186,Oficina,Alquiler,Tarragona,1843074,2005-10-04
67,Suelo,Alquiler,Barcelona,627321,2005-07-12
57,Oficina,Venta,Tarragona,363261,2005-07-24
40,Parking,Venta,Lleida,349720,2006-02-14
167,Industrial,Alquiler,Girona,1191044,2006-03-30
138,Piso,Venta,Barcelona,1307688,2006-02-11
88,Casa,Alquiler,Barcelona,531784,2006-01-11
196,Parking,Venta,Tarragona,1730876,2005-07-12
216,Suelo,Alquiler,Girona,1500984,2005-10-23
283,Piso,Venta,Girona,1599233,2005-11-04
189,Piso,Venta,Lleida,1821771,2005-07-09
278,Piso,Alquiler,Tarragona,1754180,2005-12-03
222,Industrial,Alquiler,Lleida,1617270,2005-12-04
285,Industrial,Alquiler,Lleida,2232690,2006-01-29
132,Piso,Alquiler,Lleida,1040028,2005-11-17
124,Suelo,Venta,Lleida,804884,2005-07-24
285,Industrial,Alquiler,Lleida,1938000,2005-09-26
176,Piso,Venta,Girona,1004608,2006-01-06
102,Casa,Venta,Tarragona,520914,2005-07-17
179,Local,Alquiler,Girona,812660,2005-10-31
75,Suelo,Alquiler,Tarragona,400875,2005-08-26
72,Piso,Alquiler,Girona,682344,2005-08-26
297,Parking,Alquiler,Girona,2872287,2005-09-16
194,Suelo,Venta,Barcelona,1612334,2005-09-21
244,Casa,Alquiler,Tarragona,2413648,2006-01-06
259,Casa,Alquiler,Tarragona,1857807,2005-11-07
175,Casa,Alquiler,Lleida,1560125,2005-07-21
131,Industrial,Venta,Tarragona,1273320,2005-11-30
170,Industrial,Alquiler,Lleida,1566720,2005-09-02
230,Industrial,Venta,Tarragona,1806650,2005-11-30
102,Local,Venta,Barcelona,480318,2006-01-12
214,Oficina,Alquiler,Girona,899228,2005-12-24
89,Oficina,Venta,Lleida,716272,2005-08-31
230,Industrial,Venta,Girona,1751450,2005-07-07
248,Industrial,Venta,Barcelona,1179488,2005-12-26
290,Local,Venta,Girona,1702590,2006-04-09
71,Suelo,Venta,Barcelona,309702,2005-08-09
299,Suelo,Venta,Tarragona,2531334,2005-12-18
288,Casa,Venta,Girona,2371392,2005-11-17
130,Suelo,Venta,Tarragona,657020,2006-01-20
102,Industrial,Venta,Tarragona,627300,2006-03-28
91,Oficina,Venta,Tarragona,778141,2005-09-15
274,Casa,Venta,Barcelona,2229812,2005-08-26
264,Industrial,Venta,Girona,2589312,2005-07-20
149,Parking,Venta,Lleida,1004707,2006-01-18
99,Parking,Alquiler,Lleida,574200,2005-09-16
267,Casa,Alquiler,Lleida,1517628,2006-02-14
185,Casa,Alquiler,Girona,1059680,2005-07-14
180,Oficina,Venta,Girona,1523880,2005-11-11
165,Piso,Alquiler,Lleida,921195,2005-10-05
142,Local,Alquiler,Tarragona,1205864,2006-02-05
116,Parking,Alquiler,Lleida,1035416,2006-02-01
223,Piso,Alquiler,Barcelona,1795819,2005-08-30
93,Oficina,Venta,Tarragona,375999,2006-01-12
275,Casa,Alquiler,Tarragona,1543850,2005-12-21
281,Casa,Alquiler,Lleida,1727588,2006-04-07
164,Piso,Alquiler,Girona,841484,2006-04-07
271,Local,Alquiler,Girona,2478566,2005-07-21
245,Local,Venta,Lleida,2396835,2005-08-18
84,Piso,Alquiler,Lleida,431760,2006-04-09
48,Oficina,Venta,Girona,454416,2005-09-25
73,Piso,Alquiler,Barcelona,563122,2005-10-25
152,Industrial,Alquiler,Barcelona,651472,2005-09-13
43,Industrial,Venta,Barcelona,281521,2005-10-27
273,Parking,Alquiler,Barcelona,2306031,2005-09-25
182,Oficina,Venta,Girona,1367366,2005-07-21
263,Casa,Alquiler,Lleida,2094795,2006-02-12
176,Piso,Venta,Tarragona,1435632,2006-03-10
281,Parking,Alquiler,Tarragona,1619122,2005-09-26
42,Industrial,Venta,Tarragona,287952,2006-01-01
79,Suelo,Alquiler,Lleida,705628,2006-02-25
229,Local,Venta,Tarragona,954930,2005-08-15
266,Industrial,Alquiler,Tarragona,2583126,2005-12-02
69,Local,Alquiler,Girona,493971,2005-09-05
40,Oficina,Venta,Girona,163920,2006-04-09
77,Oficina,Alquiler,Tarragona,716793,2006-02-25
172,Oficina,Venta,Tarragona,1033548,2006-01-01
132,Local,Venta,Girona,1007688,2005-12-26
194,Parking,Venta,Barcelona,1698664,2006-03-20
269,Suelo,Alquiler,Barcelona,2292149,2006-01-22
285,Parking,Venta,Tarragona,1500240,2005-08-20
51,Suelo,Alquiler,Lleida,370158,2006-04-21
50,Local,Alquiler,Barcelona,333650,2005-12-16
115,Local,Venta,Barcelona,950015,2005-09-26
201,Casa,Venta,Lleida,1850004,2006-01-15
102,Casa,Venta,Barcelona,892704,2006-01-22
98,Suelo,Alquiler,Girona,425712,2006-03-23
59,Piso,Venta,Tarragona,505040,2005-09-08
189,Piso,Venta,Girona,1064637,2005-11-29
269,Industrial,Alquiler,Barcelona,1702501,2005-12-10
242,Industrial,Venta,Barcelona,2418064,2005-10-24
158,Piso,Alquiler,Tarragona,886222,2006-04-24
161,Suelo,Venta,Barcelona,1421308,2005-11-12
285,Local,Venta,Lleida,1827420,2006-02-06
274,Local,Venta,Tarragona,2474494,2006-03-25
256,Parking,Venta,Tarragona,1059328,2006-04-17
196,Parking,Venta,Tarragona,1201480,2005-09-18
186,Local,Venta,Tarragona,1179612,2005-10-06
172,Oficina,Alquiler,Tarragona,1441188,2006-04-12
157,Casa,Venta,Girona,729579,2006-01-01
82,Industrial,Venta,Lleida,783510,2006-02-13
65,Casa,Venta,Girona,350155,2005-11-14
104,Suelo,Venta,Tarragona,850720,2006-03-28
81,Suelo,Alquiler,Girona,567486,2006-01-26
45,Oficina,Venta,Tarragona,183105,2005-12-06
128,Parking,Alquiler,Lleida,976384,2006-04-19
240,Oficina,Alquiler,Lleida,1270800,2006-04-25
77,Casa,Alquiler,Barcelona,406252,2006-02-25
286,Industrial,Venta,Barcelona,2633774,2005-09-01
224,Suelo,Venta,Lleida,2211328,2006-02-23
214,Local,Venta,Barcelona,1287210,2005-12-21
175,Casa,Venta,Girona,1363950,2005-09-11
104,Casa,Venta,Lleida,609128,2005-12-27
128,Industrial,Venta,Tarragona,832000,2005-10-06
186,Oficina,Alquiler,Tarragona,1543428,2005-08-25
119,Parking,Alquiler,Barcelona,1013523,2005-08-17
192,Industrial,Venta,Girona,958464,2005-08-13
94,Suelo,Alquiler,Lleida,902212,2006-04-30
248,Parking,Venta,Tarragona,1352096,2006-03-14
167,Industrial,Venta,Girona,814793,2006-02-27
101,Oficina,Alquiler,Lleida,634583,2006-04-21
258,Parking,Venta,Barcelona,2066064,2005-11-25
245,Casa,Alquiler,Barcelona,1244600,2006-01-03
141,Oficina,Alquiler,Lleida,843180,2005-12-25
270,Casa,Venta,Girona,2288520,2005-11-02
203,Parking,Venta,Girona,1892772,2006-03-26
111,Oficina,Venta,Lleida,924741,2006-03-15
160,Industrial,Alquiler,Girona,804640,2006-04-03
235,Suelo,Alquiler,Girona,1046925,2005-12-05
44,Oficina,Venta,Tarragona,305756,2005-11-02
254,Casa,Venta,Barcelona,2011934,2006-03-04
252,Local,Venta,Girona,1923264,2005-09-21
292,Industrial,Alquiler,Lleida,1177052,2006-04-30
223,Local,Alquiler,Lleida,1623217,2005-08-12
107,Oficina,Alquiler,Barcelona,899014,2006-04-09
166,Oficina,Venta,Girona,804768,2005-12-04
190,Suelo,Venta,Lleida,1670100,2005-11-10
280,Casa,Venta,Barcelona,2349200,2006-04-13
155,Industrial,Venta,Tarragona,1133050,2006-02-28
254,Suelo,Alquiler,Girona,2417572,2005-09-20
188,Local,Venta,Barcelona,1453428,2005-09-14
71,Parking,Venta,Girona,493166,2005-12-08
163,Parking,Venta,Barcelona,1531222,2005-10-28
233,Oficina,Venta,Tarragona,1864000,2005-12-06
185,Parking,Venta,Barcelona,1384355,2005-11-15
206,Industrial,Venta,Lleida,1733696,2005-09-16
80,Oficina,Venta,Tarragona,662000,2006-04-08
119,Piso,Alquiler,Tarragona,999481,2005-09-08
233,Industrial,Alquiler,Girona,2120067,2006-02-24
159,Oficina,Venta,Barcelona,742848,2005-10-12
209,Piso,Alquiler,Tarragona,1206766,2005-11-09
179,Suelo,Alquiler,Barcelona,896969,2005-09-14
97,Casa,Alquiler,Barcelona,834394,2006-05-20
262,Piso,Venta,Tarragona,1137866,2005-10-23
87,Piso,Alquiler,Tarragona,520521,2005-09-15
244,Industrial,Alquiler,Barcelona,1300276,2006-03-21
169,Oficina,Venta,Tarragona,1040871,2005-09-02
196,Industrial,Venta,Barcelona,1584856,2005-09-02
282,Parking,Alquiler,Girona,1132230,2006-03-20
280,Parking,Alquiler,Tarragona,1240400,2005-11-04
185,Local,Alquiler,Barcelona,1583785,2005-09-17
63,Parking,Venta,Barcelona,516159,2006-03-13
86,Casa,Alquiler,Tarragona,467410,2005-09-15
223,Parking,Alquiler,Girona,2228439,2005-09-17
195,Suelo,Alquiler,Tarragona,1539135,2005-10-02
200,Local,Alquiler,Lleida,1046800,2006-03-03
63,Industrial,Venta,Lleida,416430,2006-01-09
208,Piso,Venta,Barcelona,1792128,2006-04-15
54,Suelo,Venta,Barcelona,264438,2005-08-23
273,Industrial,Alquiler,Tarragona,1610973,2006-03-21
134,Parking,Venta,Tarragona,572984,2005-12-30
80,Casa,Alquiler,Girona,548000,2005-11-30
175,Industrial,Venta,Lleida,1428350,2005-11-08
261,Industrial,Venta,Barcelona,1435239,2006-03-22
108,Parking,Venta,Lleida,1001376,2006-02-10
233,Industrial,Venta,Girona,1306664,2005-10-30
255,Parking,Venta,Girona,1504755,2005-10-31
249,Industrial,Alquiler,Tarragona,2116251,2006-01-14
160,Industrial,Venta,Barcelona,1496320,2006-05-08
73,Casa,Alquiler,Tarragona,672257,2006-02-15
204,Piso,Alquiler,Lleida,958392,2006-01-21
137,Piso,Alquiler,Barcelona,585812,2006-01-26
54,Parking,Venta,Tarragona,470988,2006-01-02
96,Oficina,Alquiler,Barcelona,567072,2005-10-30
188,Oficina,Alquiler,Lleida,1579012,2006-04-14
85,Piso,Alquiler,Girona,706690,2006-01-03
69,Suelo,Alquiler,Barcelona,499698,2005-08-31
269,Suelo,Venta,Barcelona,1779435,2006-05-18
70,Industrial,Venta,Girona,455000,2005-10-22
258,Suelo,Alquiler,Lleida,1687836,2006-03-25
193,Piso,Alquiler,Tarragona,1605374,2006-01-13
182,Casa,Venta,Tarragona,1047774,2006-01-31
223,Oficina,Venta,Tarragona,2190752,2006-04-24
93,Oficina,Venta,Lleida,496806,2006-03-17
277,Parking,Venta,Girona,1691085,2005-11-19
76,Industrial,Venta,Girona,456532,2005-09-19
228,Oficina,Alquiler,Girona,1039452,2006-01-11
129,Local,Venta,Girona,563085,2005-12-18
80,Piso,Venta,Lleida,471440,2005-09-28
177,Parking,Alquiler,Tarragona,1591584,2005-10-30
179,Casa,Venta,Girona,1393157,2005-11-26
61,Piso,Alquiler,Tarragona,525454,2006-04-10
132,Suelo,Venta,Barcelona,802428,2006-02-15
299,Casa,Venta,Lleida,2333097,2005-09-15
131,Oficina,Alquiler,Tarragona,1297686,2006-05-01
54,Suelo,Alquiler,Lleida,419256,2006-03-08
274,Industrial,Alquiler,Tarragona,2690954,2006-05-17
67,Casa,Alquiler,Tarragona,485013,2005-11-27
141,Parking,Alquiler,Lleida,1250952,2006-02-26
213,Piso,Venta,Barcelona,1955340,2006-04-23
269,Casa,Alquiler,Tarragona,2549313,2006-02-20
53,Casa,Alquiler,Tarragona,216187,2006-04-18
248,Parking,Alquiler,Lleida,2172232,2005-09-20
73,Parking,Alquiler,Girona,364270,2006-02-02
229,Casa,Alquiler,Tarragona,1504301,2006-04-08
51,Industrial,Venta,Tarragona,417231,2006-03-19
124,Oficina,Venta,Barcelona,1053628,2006-04-13
261,Local,Alquiler,Tarragona,1344933,2005-09-24
157,Suelo,Alquiler,Barcelona,868367,2006-06-03
64,Oficina,Venta,Barcelona,368384,2005-09-15
282,Parking,Alquiler,Barcelona,2677590,2006-04-08
151,Oficina,Venta,Barcelona,1484028,2006-03-24
167,Local,Alquiler,Girona,1121906,2005-11-12
109,Casa,Venta,Lleida,537915,2006-05-16
106,Suelo,Alquiler,Barcelona,704476,2006-02-07
144,Suelo,Venta,Lleida,1323792,2005-09-17
112,Parking,Venta,Barcelona,691712,2006-04-10
138,Oficina,Alquiler,Girona,1241034,2006-06-05
165,Piso,Alquiler,Tarragona,1405305,2006-02-01
250,Industrial,Alquiler,Tarragona,1001750,2005-11-23
201,Suelo,Alquiler,Tarragona,1471320,2006-03-11
199,Casa,Venta,Girona,1590010,2006-04-13
278,Suelo,Venta,Lleida,2520904,2006-05-12
175,Piso,Venta,Tarragona,880075,2005-12-15
55,Casa,Alquiler,Girona,256630,2005-10-23
175,Industrial,Alquiler,Barcelona,1084300,2005-10-10
125,Industrial,Venta,Lleida,595750,2006-03-30
52,Suelo,Venta,Lleida,317044,2006-04-16
120,Industrial,Venta,Girona,1175160,2005-11-28
157,Industrial,Alquiler,Lleida,977011,2006-03-03
190,Industrial,Venta,Girona,778430,2005-11-14
47,Suelo,Venta,Tarragona,220148,2006-06-14
256,Suelo,Alquiler,Girona,2512640,2006-03-16
118,Parking,Venta,Tarragona,716260,2006-04-04
274,Casa,Venta,Girona,2594780,2006-02-23
244,Piso,Venta,Girona,2180628,2006-02-05
163,Parking,Venta,Tarragona,763329,2006-02-05
213,Piso,Venta,Lleida,1587063,2006-02-02
261,Casa,Alquiler,Girona,2419209,2006-05-25
199,Piso,Venta,Lleida,987040,2006-01-11
110,Suelo,Alquiler,Girona,781000,2006-02-25
200,Piso,Alquiler,Lleida,1689000,2005-09-30
182,Industrial,Venta,Lleida,805714,2006-03-20
139,Suelo,Alquiler,Girona,1217501,2005-11-20
151,Local,Alquiler,Girona,1456999,2005-10-01
74,Piso,Venta,Lleida,659858,2006-05-27
175,Local,Venta,Lleida,999950,2005-10-30
53,Casa,Alquiler,Barcelona,399143,2005-11-08
40,Suelo,Venta,Barcelona,306120,2005-11-24
158,Local,Venta,Lleida,1454232,2006-01-24
134,Piso,Alquiler,Tarragona,880380,2005-12-11
252,Local,Venta,Tarragona,2283372,2006-02-12
68,Oficina,Venta,Girona,586908,2006-05-28
50,Parking,Venta,Tarragona,400600,2005-10-02
204,Oficina,Alquiler,Girona,1132608,2005-11-12
185,Oficina,Alquiler,Girona,1257075,2006-06-06
69,Piso,Alquiler,Tarragona,480240,2006-06-07
251,Local,Venta,Lleida,2325766,2005-10-20
260,Piso,Alquiler,Girona,1542580,2006-05-03
71,Local,Alquiler,Girona,540452,2006-01-24
217,Local,Alquiler,Barcelona,1742293,2006-04-13
68,Suelo,Venta,Tarragona,456756,2005-11-20
43,Parking,Venta,Girona,361759,2005-12-01
197,Piso,Venta,Barcelona,1035826,2006-05-27
161,Industrial,Alquiler,Girona,1405852,2006-05-14
103,Oficina,Venta,Tarragona,850368,2005-10-30
227,Suelo,Alquiler,Tarragona,2223919,2005-11-19
124,Local,Venta,Lleida,1045816,2006-03-12
243,Industrial,Venta,Tarragona,2401083,2006-04-08
53,Oficina,Venta,Girona,381494,2005-12-27
