Superficie,Referencia,Fecha Alta,Tipo,Operación,Provincia,Precio Venta,Fecha Venta,Vendedor
254,1403,2005-05-14,Suelo,Alquiler,Girona,2417572,2005-09-20,María
71,1405,2005-05-15,Parking,Venta,Girona,493166,2005-12-08,Joaquín
163,1406,2005-05-15,Parking,Venta,Barcelona,1531222,2005-10-28,Joaquín
233,1407,2005-05-16,Oficina,Venta,Tarragona,1864000,2005-12-06,Luisa
206,1409,2005-05-16,Industrial,Venta,Lleida,1733696,2005-09-16,Pedro
233,1412,2005-05-18,Industrial,Alquiler,Girona,2120067,2006-02-24,Jesús
196,1421,2005-05-22,Industrial,Venta,Barcelona,1584856,2005-09-02,Joaquín
282,1422,2005-05-22,Parking,Alquiler,Girona,1132230,2006-03-20,Pedro
185,1424,2005-05-23,Local,Alquiler,Barcelona,1583785,2005-09-17,Luisa
223,1427,2005-05-24,Parking,Alquiler,Girona,2228439,2005-09-17,Carmen
195,1428,2005-05-24,Suelo,Alquiler,Tarragona,1539135,2005-10-02,Luisa
208,1431,2005-05-25,Piso,Venta,Barcelona,1792128,2006-04-15,Jesús
273,1433,2005-05-26,Industrial,Alquiler,Tarragona,1610973,2006-03-21,Pedro
80,1435,2005-05-27,Casa,Alquiler,Girona,548000,2005-11-30,Joaquín
233,1439,2005-05-28,Industrial,Venta,Girona,1306664,2005-10-30,Luisa
255,1440,2005-05-28,Parking,Venta,Girona,1504755,2005-10-31,Luisa
249,1441,2005-05-29,Industrial,Alquiler,Tarragona,2116251,2006-01-14,Carmen
188,1448,2005-05-31,Oficina,Alquiler,Lleida,1579012,2006-04-14,María
85,1449,2005-06-01,Piso,Alquiler,Girona,706690,2006-01-03,Joaquín
269,1451,2005-06-02,Suelo,Venta,Barcelona,1779435,2006-05-18,Jesús
70,1452,2005-06-03,Industrial,Venta,Girona,455000,2005-10-22,Pedro
258,1453,2005-06-04,Suelo,Alquiler,Lleida,1687836,2006-03-25,María
193,1454,2005-06-04,Piso,Alquiler,Tarragona,1605374,2006-01-13,Joaquín
223,1456,2005-06-05,Oficina,Venta,Tarragona,2190752,2006-04-24,Joaquín
277,1458,2005-06-05,Parking,Venta,Girona,1691085,2005-11-19,Pedro
76,1459,2005-06-05,Industrial,Venta,Girona,456532,2005-09-19,Joaquín
228,1460,2005-06-06,Oficina,Alquiler,Girona,1039452,2006-01-11,Carmen
129,1461,2005-06-06,Local,Venta,Girona,563085,2005-12-18,Jesús
177,1463,2005-06-07,Parking,Alquiler,Tarragona,1591584,2005-10-30,Joaquín
179,1464,2005-06-07,Casa,Venta,Girona,1393157,2005-11-26,Luisa
299,1467,2005-06-09,Casa,Venta,Lleida,2333097,2005-09-15,María
274,1470,2005-06-09,Industrial,Alquiler,Tarragona,2690954,2006-05-17,Joaquín
213,1473,2005-06-10,Piso,Venta,Barcelona,1955340,2006-04-23,Jesús
269,1474,2005-06-11,Casa,Alquiler,Tarragona,2549313,2006-02-20,Carmen
248,1476,2005-06-11,Parking,Alquiler,Lleida,2172232,2005-09-20,Pedro
73,1477,2005-06-12,Parking,Alquiler,Girona,364270,2006-02-02,María
229,1478,2005-06-12,Casa,Alquiler,Tarragona,1504301,2006-04-08,Joaquín
282,1484,2005-06-13,Parking,Alquiler,Barcelona,2677590,2006-04-08,Luisa
167,1486,2005-06-15,Local,Alquiler,Girona,1121906,2005-11-12,Carmen
138,1491,2005-06-16,Oficina,Alquiler,Girona,1241034,2006-06-05,Carmen
199,1495,2005-06-17,Casa,Venta,Girona,1590010,2006-04-13,Carmen
278,1496,2005-06-18,Suelo,Venta,Lleida,2520904,2006-05-12,Luisa
55,1498,2005-06-18,Casa,Alquiler,Girona,256630,2005-10-23,María
120,1502,2005-06-21,Industrial,Venta,Girona,1175160,2005-11-28,Carmen
190,1504,2005-06-21,Industrial,Venta,Girona,778430,2005-11-14,Joaquín
256,1506,2005-06-22,Suelo,Alquiler,Girona,2512640,2006-03-16,Jesús
274,1508,2005-06-22,Casa,Venta,Girona,2594780,2006-02-23,María
244,1509,2005-06-22,Piso,Venta,Girona,2180628,2006-02-05,Pedro
213,1511,2005-06-23,Piso,Venta,Lleida,1587063,2006-02-02,Carmen
261,1512,2005-06-23,Casa,Alquiler,Girona,2419209,2006-05-25,María
110,1514,2005-06-24,Suelo,Alquiler,Girona,781000,2006-02-25,María
200,1515,2005-06-26,Piso,Alquiler,Lleida,1689000,2005-09-30,Luisa
139,1517,2005-06-28,Suelo,Alquiler,Girona,1217501,2005-11-20,Joaquín
151,1518,2005-06-28,Local,Alquiler,Girona,1456999,2005-10-01,Carmen
252,1525,2005-06-30,Local,Venta,Tarragona,2283372,2006-02-12,Carmen
68,1526,2005-06-30,Oficina,Venta,Girona,586908,2006-05-28,Luisa
204,1528,2005-06-30,Oficina,Alquiler,Girona,1132608,2005-11-12,María
185,1529,2005-06-30,Oficina,Alquiler,Girona,1257075,2006-06-06,María
251,1531,2005-07-01,Local,Venta,Lleida,2325766,2005-10-20,Joaquín
260,1532,2005-07-01,Piso,Alquiler,Girona,1542580,2006-05-03,Luisa
71,1533,2005-07-01,Local,Alquiler,Girona,540452,2006-01-24,Jesús
217,1534,2005-07-02,Local,Alquiler,Barcelona,1742293,2006-04-13,Pedro
43,1536,2005-07-04,Parking,Venta,Girona,361759,2005-12-01,Jesús
161,1538,2005-07-04,Industrial,Alquiler,Girona,1405852,2006-05-14,Pedro
227,1540,2005-07-05,Suelo,Alquiler,Tarragona,2223919,2005-11-19,Joaquín
243,1542,2005-07-06,Industrial,Venta,Tarragona,2401083,2006-04-08,Joaquín
53,1543,2005-07-06,Oficina,Venta,Girona,381494,2005-12-27,Luisa
199,1544,2005-07-06,Parking,Venta,Lleida,1573493,2006-07-02,Luisa
135,1546,2005-07-07,Piso,Alquiler,Girona,1294110,2006-03-08,Jesús
167,1551,2005-07-09,Suelo,Alquiler,Girona,944385,2006-02-15,Carmen
159,1557,2005-07-12,Local,Venta,Barcelona,1582845,2006-04-15,Pedro
138,1559,2005-07-13,Piso,Alquiler,Girona,824688,2006-05-16,Joaquín
177,1560,2005-07-14,Casa,Alquiler,Girona,1074921,2005-10-25,Luisa
291,1561,2005-07-15,Casa,Alquiler,Barcelona,1823406,2006-05-02,Pedro
74,1562,2005-07-15,Local,Venta,Girona,583638,2005-10-17,Luisa
206,1563,2005-07-15,Suelo,Venta,Girona,1881810,2006-07-10,Joaquín
240,1564,2005-07-15,Parking,Venta,Lleida,1983840,2005-10-18,Pedro
296,1567,2005-07-16,Oficina,Alquiler,Tarragona,2057496,2005-11-13,Jesús
210,1568,2005-07-17,Piso,Alquiler,Lleida,2005080,2006-04-25,Pedro
273,1569,2005-07-17,Oficina,Alquiler,Tarragona,2202837,2006-06-27,María
300,1572,2005-07-18,Local,Alquiler,Barcelona,1716300,2006-04-21,María
203,1574,2005-07-18,Piso,Alquiler,Barcelona,1699719,2006-01-10,Jesús
275,1575,2005-07-19,Industrial,Venta,Barcelona,1620575,2006-02-18,Joaquín
298,1576,2005-07-20,Piso,Alquiler,Lleida,2207286,2006-07-09,Pedro
178,1578,2005-07-20,Local,Venta,Girona,1723040,2006-04-05,Jesús
233,1581,2005-07-21,Suelo,Alquiler,Tarragona,2224917,2005-10-27,Jesús
297,1582,2005-07-21,Parking,Alquiler,Lleida,2463021,2006-03-13,María
300,1583,2005-07-22,Suelo,Alquiler,Girona,1832100,2006-05-02,Carmen
191,1584,2005-07-22,Industrial,Venta,Girona,916418,2006-02-19,Luisa
203,1585,2005-07-22,Casa,Venta,Girona,1026774,2006-07-04,Pedro
245,1588,2005-07-23,Local,Alquiler,Girona,2170945,2006-05-14,Jesús
287,1589,2005-07-23,Casa,Venta,Lleida,1607487,2005-11-01,Carmen
255,1591,2005-07-24,Parking,Venta,Tarragona,1627920,2006-03-12,Jesús
80,1594,2005-07-25,Local,Venta,Girona,568880,2005-10-29,Carmen
264,1596,2005-07-25,Suelo,Alquiler,Barcelona,2133120,2006-01-26,María
256,1597,2005-07-26,Parking,Venta,Lleida,1656064,2006-02-02,Pedro
167,1598,2005-07-26,Industrial,Alquiler,Girona,1606206,2005-12-11,Joaquín
245,1599,2005-07-26,Suelo,Alquiler,Girona,1311730,2006-01-06,Pedro
211,1606,2005-07-31,Piso,Alquiler,Barcelona,1951328,2006-01-03,Luisa
245,1610,2005-08-01,Piso,Venta,Lleida,2292465,2006-06-10,Carmen
275,1612,2005-08-03,Oficina,Venta,Lleida,2110900,2006-07-24,Pedro
84,1613,2005-08-03,Industrial,Alquiler,Girona,690396,2006-02-08,Carmen
64,1615,2005-08-03,Oficina,Venta,Girona,399488,2005-12-07,Jesús
222,1619,2005-08-04,Casa,Alquiler,Girona,1477410,2006-05-06,María
56,1620,2005-08-04,Parking,Alquiler,Girona,375592,2006-02-20,Jesús
286,1621,2005-08-04,Casa,Venta,Girona,1658800,2005-11-27,María
233,1622,2005-08-04,Industrial,Venta,Tarragona,1782683,2006-07-28,Pedro
297,1628,2005-08-06,Parking,Venta,Girona,2440449,2006-08-03,Carmen
300,1631,2005-08-07,Local,Alquiler,Barcelona,1900200,2005-12-09,Pedro
201,1633,2005-08-07,Suelo,Venta,Lleida,1522977,2005-11-24,Carmen
92,1634,2005-08-07,Industrial,Venta,Girona,739864,2006-01-28,Luisa
250,1635,2005-08-08,Piso,Alquiler,Barcelona,1669250,2006-01-04,María
224,1636,2005-08-08,Suelo,Venta,Girona,1448384,2005-12-20,Joaquín
184,1638,2005-08-08,Piso,Venta,Girona,1156808,2006-04-26,Carmen
300,1639,2005-08-09,Parking,Venta,Lleida,2155200,2006-08-05,Jesús
276,1642,2005-08-10,Industrial,Venta,Lleida,2667816,2005-12-16,Joaquín
269,1644,2005-08-10,Local,Venta,Barcelona,2384954,2006-02-12,María
133,1645,2005-08-10,Casa,Alquiler,Girona,958132,2006-06-04,Pedro
184,1646,2005-08-11,Parking,Venta,Girona,1147608,2006-06-29,Luisa
297,1647,2005-08-12,Local,Venta,Tarragona,2888325,2005-11-27,Pedro
63,1652,2005-08-15,Casa,Alquiler,Girona,601398,2006-03-01,Carmen
232,1658,2005-08-16,Parking,Alquiler,Barcelona,1643256,2006-02-22,María
212,1660,2005-08-16,Suelo,Alquiler,Lleida,1926868,2005-11-24,Carmen
272,1664,2005-08-19,Oficina,Venta,Girona,2233120,2005-12-13,Luisa
238,1665,2005-08-19,Industrial,Alquiler,Lleida,2275994,2006-06-15,Joaquín
203,1669,2005-08-23,Oficina,Alquiler,Girona,1933372,2006-01-31,Jesús
236,1671,2005-08-24,Industrial,Venta,Tarragona,1707224,2006-02-05,Pedro
227,1672,2005-08-25,Oficina,Venta,Girona,1789214,2005-12-02,Joaquín
223,1673,2005-08-26,Industrial,Venta,Lleida,1509710,2006-01-11,Jesús
242,1674,2005-08-26,Casa,Venta,Girona,2290046,2006-01-24,María
216,1675,2005-08-26,Piso,Alquiler,Tarragona,2045304,2006-04-09,Jesús
239,1676,2005-08-27,Oficina,Venta,Tarragona,2181353,2006-06-15,María
300,1677,2005-08-27,Industrial,Venta,Lleida,2625600,2006-01-08,María
284,1681,2005-08-28,Casa,Venta,Girona,1459192,2006-07-02,María
265,1682,2005-08-28,Casa,Alquiler,Girona,1441070,2006-08-04,Jesús
224,1684,2005-08-28,Industrial,Alquiler,Girona,1932448,2006-02-03,Carmen
82,1687,2005-08-29,Parking,Alquiler,Girona,700854,2006-04-22,María
252,1688,2005-08-29,Piso,Alquiler,Lleida,1923516,2006-05-23,Pedro
108,1689,2005-08-29,Piso,Alquiler,Girona,581580,2006-08-04,Carmen
142,1690,2005-08-30,Parking,Venta,Girona,681884,2006-06-12,Carmen
233,1693,2005-08-30,Suelo,Venta,Lleida,2171327,2006-01-09,Jesús
275,1694,2005-08-31,Local,Venta,Girona,1826825,2006-05-14,Jesús
248,1695,2005-08-31,Casa,Alquiler,Girona,1234048,2006-02-28,Jesús
116,1697,2005-09-01,Industrial,Venta,Girona,1143412,2006-07-03,María
202,1699,2005-09-03,Industrial,Alquiler,Barcelona,1558430,2006-01-26,Jesús
245,1701,2005-09-03,Piso,Venta,Barcelona,1517285,2006-05-07,Luisa
288,1703,2005-09-06,Industrial,Venta,Lleida,2171520,2006-08-28,Carmen
261,1706,2005-09-06,Industrial,Alquiler,Tarragona,2026404,2006-02-05,Carmen
205,1708,2005-09-07,Casa,Alquiler,Tarragona,1762180,2006-05-14,Jesús
272,1710,2005-09-07,Local,Venta,Barcelona,2074000,2006-08-14,Joaquín
201,1713,2005-09-09,Piso,Venta,Girona,1333434,2006-02-17,María
218,1718,2005-09-09,Local,Venta,Barcelona,1911424,2006-07-22,Carmen
254,1720,2005-09-10,Local,Venta,Barcelona,1668526,2005-12-29,Carmen
250,1722,2005-09-10,Piso,Alquiler,Tarragona,2478000,2006-04-27,Carmen
270,1724,2005-09-10,Parking,Venta,Tarragona,1798470,2006-03-02,Joaquín
194,1726,2005-09-11,Oficina,Alquiler,Lleida,1931658,2005-12-14,Jesús
271,1727,2005-09-11,Industrial,Venta,Tarragona,2028164,2006-01-07,María
240,1728,2005-09-11,Piso,Alquiler,Tarragona,1602720,2006-06-03,Joaquín
223,1731,2005-09-12,Parking,Venta,Tarragona,2143922,2006-04-20,Jesús
258,1735,2005-09-14,Parking,Alquiler,Girona,1430352,2006-01-14,María
91,1739,2005-09-16,Local,Alquiler,Girona,838292,2006-04-16,Pedro
70,1742,2005-09-17,Parking,Venta,Girona,428190,2006-02-20,Jesús
292,1743,2005-09-17,Casa,Venta,Girona,2630336,2006-01-08,Joaquín
193,1746,2005-09-19,Parking,Alquiler,Barcelona,1540140,2006-08-08,Jesús
240,1747,2005-09-20,Piso,Alquiler,Girona,2183760,2006-01-27,Jesús
117,1750,2005-09-21,Local,Venta,Girona,474084,2006-07-21,Luisa
258,1751,2005-09-21,Parking,Alquiler,Girona,1758786,2006-02-24,Jesús
232,1759,2005-09-25,Casa,Venta,Tarragona,2133472,2006-05-18,Carmen
214,1761,2005-09-26,Piso,Venta,Lleida,1689316,2006-01-17,Carmen
191,1762,2005-09-26,Casa,Venta,Girona,1514057,2006-09-20,Luisa
78,1763,2005-09-27,Local,Alquiler,Girona,678132,2006-04-23,María
231,1766,2005-09-29,Oficina,Venta,Barcelona,2299374,2006-05-15,Jesús
285,1771,2005-10-01,Local,Alquiler,Tarragona,1779825,2006-02-28,María
53,1775,2005-10-01,Local,Venta,Girona,446313,2006-08-16,Pedro
229,1776,2005-10-01,Parking,Venta,Tarragona,2215117,2006-08-01,Jesús
279,1777,2005-10-02,Local,Venta,Girona,1512738,2006-07-08,Luisa
204,1778,2005-10-02,Local,Alquiler,Barcelona,1929228,2006-05-14,Pedro
300,1783,2005-10-03,Piso,Venta,Lleida,1506300,2006-04-24,Pedro
85,1784,2005-10-03,Parking,Alquiler,Girona,809115,2006-05-25,María
299,1787,2005-10-03,Parking,Venta,Tarragona,2669472,2006-06-10,Joaquín
85,1788,2005-10-03,Parking,Venta,Girona,658835,2006-07-14,Luisa
85,1789,2005-10-04,Oficina,Alquiler,Girona,749275,2006-01-05,María
238,1790,2005-10-04,Local,Venta,Girona,2184364,2006-08-11,Luisa
228,1791,2005-10-04,Oficina,Alquiler,Girona,1747392,2006-05-24,Carmen
274,1793,2005-10-05,Casa,Alquiler,Barcelona,1753052,2006-02-28,Joaquín
118,1794,2005-10-05,Local,Alquiler,Girona,970314,2006-02-15,Luisa
208,1796,2005-10-06,Casa,Alquiler,Girona,1811680,2006-05-31,Jesús
211,1798,2005-10-06,Local,Alquiler,Barcelona,1522998,2006-06-02,Luisa
289,1799,2005-10-06,Oficina,Alquiler,Lleida,2249576,2006-06-18,Carmen
253,1803,2005-10-07,Casa,Venta,Lleida,2378453,2006-09-10,Luisa
242,1805,2005-10-07,Suelo,Venta,Barcelona,1963104,2006-07-19,Pedro
211,1807,2005-10-09,Local,Alquiler,Girona,1244056,2006-09-01,María
151,1809,2005-10-11,Local,Alquiler,Girona,1382707,2006-05-07,María
246,1813,2005-10-12,Local,Alquiler,Girona,2010312,2006-02-21,María
72,1815,2005-10-12,Local,Alquiler,Girona,686232,2006-09-12,Luisa
76,1817,2005-10-13,Industrial,Venta,Girona,368676,2006-09-29,Luisa
255,1818,2005-10-13,Local,Venta,Lleida,2063460,2006-05-25,Luisa
245,1819,2005-10-13,Casa,Venta,Lleida,1605730,2006-06-20,Pedro
207,1821,2005-10-14,Casa,Alquiler,Girona,1556226,2006-06-21,Carmen
84,1822,2005-10-15,Casa,Venta,Girona,437640,2006-02-09,María
271,1823,2005-10-15,Parking,Alquiler,Barcelona,2334123,2006-08-02,Joaquín
257,1824,2005-10-15,Local,Alquiler,Lleida,2136184,2006-04-18,Jesús
262,1825,2005-10-15,Piso,Venta,Girona,2390750,2006-03-11,Pedro
145,1827,2005-10-16,Oficina,Venta,Girona,1169860,2006-05-06,Joaquín
214,1828,2005-10-16,Local,Venta,Barcelona,1687604,2006-01-22,Luisa
202,1830,2005-10-17,Oficina,Venta,Lleida,1867692,2006-03-06,Jesús
157,1834,2005-10-18,Casa,Alquiler,Girona,1182053,2006-04-09,Joaquín
214,1838,2005-10-20,Suelo,Alquiler,Tarragona,1642664,2006-08-29,Luisa
258,1839,2005-10-21,Casa,Alquiler,Girona,2475510,2006-06-28,Jesús
276,1840,2005-10-22,Suelo,Alquiler,Barcelona,1544496,2006-05-12,Carmen
254,1842,2005-10-22,Industrial,Venta,Lleida,2299208,2006-09-05,Pedro
205,1846,2005-10-26,Local,Alquiler,Lleida,1597360,2006-10-15,Carmen
266,1848,2005-10-27,Oficina,Venta,Girona,1327606,2006-05-02,María
160,1849,2005-10-28,Casa,Venta,Girona,781120,2006-04-10,Pedro
164,1852,2005-10-28,Piso,Alquiler,Girona,1421060,2006-10-28,Luisa
249,1854,2005-10-28,Suelo,Venta,Barcelona,1878954,2006-10-28,Luisa
160,1855,2005-10-29,Casa,Venta,Girona,1263040,2006-02-08,Jesús
284,1856,2005-10-29,Casa,Venta,Girona,2467960,2006-04-25,Pedro
254,1857,2005-10-30,Local,Venta,Lleida,2394204,2006-08-19,María
216,1859,2005-10-31,Casa,Alquiler,Girona,1883088,2006-10-18,Pedro
213,1860,2005-11-01,Oficina,Alquiler,Girona,2083779,2006-04-23,María
228,1861,2005-11-02,Suelo,Venta,Lleida,1944840,2006-10-10,María
249,1862,2005-11-02,Parking,Venta,Barcelona,2221329,2006-05-12,Pedro
67,1864,2005-11-02,Oficina,Alquiler,Girona,304113,2006-06-29,Joaquín
69,1868,2005-11-04,Suelo,Venta,Girona,667299,2006-10-25,Luisa
259,1869,2005-11-04,Piso,Venta,Girona,1074332,2006-02-09,Joaquín
191,1870,2005-11-04,Suelo,Venta,Girona,1895293,2006-07-21,María
119,1871,2005-11-05,Oficina,Venta,Girona,523481,2006-10-29,Luisa
233,1872,2005-11-05,Industrial,Alquiler,Girona,1644747,2006-05-05,Carmen
170,1878,2005-11-08,Local,Venta,Girona,974610,2006-08-18,María
153,1880,2005-11-08,Oficina,Alquiler,Girona,912798,2006-05-31,Jesús
186,1882,2005-11-09,Suelo,Alquiler,Lleida,1713990,2006-08-28,María
156,1883,2005-11-09,Parking,Alquiler,Girona,1508988,2006-09-18,Jesús
246,1884,2005-11-10,Local,Alquiler,Barcelona,2216214,2006-04-17,María
273,1886,2005-11-12,Oficina,Alquiler,Girona,2333058,2006-03-05,Joaquín
251,1890,2005-11-13,Oficina,Venta,Tarragona,2070750,2006-09-03,Carmen
46,1894,2005-11-14,Parking,Venta,Girona,426880,2006-05-16,Luisa
280,1895,2005-11-14,Suelo,Venta,Lleida,1720320,2006-04-05,María
220,1904,2005-11-19,Oficina,Venta,Tarragona,1601600,2006-05-05,Luisa
95,1912,2005-11-22,Industrial,Venta,Girona,783370,2006-09-04,Jesús
287,1913,2005-11-22,Industrial,Alquiler,Tarragona,1926344,2006-06-18,María
177,1915,2005-11-22,Industrial,Alquiler,Lleida,1736901,2006-10-24,María
263,1916,2005-11-22,Oficina,Venta,Lleida,2323868,2006-05-25,Pedro
45,1918,2005-11-23,Parking,Venta,Girona,301815,2006-10-19,Joaquín
243,1920,2005-11-23,Suelo,Venta,Girona,2347137,2006-07-19,María
87,1921,2005-11-24,Oficina,Venta,Girona,655893,2006-03-09,Jesús
295,1924,2005-11-25,Parking,Alquiler,Tarragona,2613405,2006-11-23,Carmen
276,1925,2005-11-25,Industrial,Alquiler,Barcelona,1817736,2006-09-14,Joaquín
103,1926,2005-11-25,Suelo,Alquiler,Girona,557127,2006-05-08,Carmen
46,1927,2005-11-26,Parking,Alquiler,Girona,187680,2006-11-13,Luisa
179,1928,2005-11-26,Piso,Alquiler,Tarragona,1674903,2006-04-30,Jesús
96,1929,2005-11-26,Piso,Alquiler,Girona,854496,2006-03-28,Pedro
276,1930,2005-11-26,Industrial,Alquiler,Tarragona,1539252,2006-09-20,Pedro
88,1932,2005-11-27,Local,Venta,Girona,795696,2006-05-24,María
180,1933,2005-11-27,Industrial,Alquiler,Barcelona,1688040,2006-07-07,Luisa
249,1936,2005-11-28,Piso,Venta,Barcelona,1780350,2006-03-14,Luisa
188,1937,2005-11-28,Suelo,Venta,Girona,1265992,2006-10-21,Luisa
137,1939,2005-11-29,Industrial,Alquiler,Girona,693631,2006-07-21,Carmen
102,1940,2005-11-30,Industrial,Venta,Girona,941154,2006-08-11,Pedro
172,1941,2005-11-30,Casa,Venta,Lleida,1701080,2006-10-06,María
113,1942,2005-11-30,Oficina,Alquiler,Girona,747947,2006-06-09,Pedro
210,1944,2005-12-01,Local,Alquiler,Girona,1527120,2006-06-17,Jesús
264,1945,2005-12-03,Local,Venta,Lleida,1545720,2006-06-09,Luisa
264,1946,2005-12-03,Piso,Alquiler,Barcelona,2147112,2006-05-10,Joaquín
176,1948,2005-12-04,Casa,Alquiler,Barcelona,1685904,2006-07-29,Pedro
162,1951,2005-12-05,Industrial,Alquiler,Girona,753786,2006-09-26,Jesús
250,1953,2005-12-06,Parking,Alquiler,Girona,2103000,2006-09-13,Jesús
202,1956,2005-12-07,Industrial,Venta,Girona,1028382,2006-05-07,Pedro
293,1957,2005-12-08,Oficina,Alquiler,Barcelona,2868470,2006-03-18,Luisa
296,1958,2005-12-09,Parking,Alquiler,Lleida,1536832,2006-08-22,Joaquín
287,1960,2005-12-09,Industrial,Venta,Tarragona,2446962,2006-11-10,María
238,1962,2005-12-11,Suelo,Venta,Barcelona,2203166,2006-05-01,Carmen
116,1964,2005-12-13,Piso,Venta,Girona,804344,2006-04-29,María
216,1967,2005-12-14,Casa,Venta,Lleida,2046384,2006-07-03,Pedro
218,1968,2005-12-15,Local,Venta,Lleida,1732446,2006-10-05,Jesús
259,1969,2005-12-16,Piso,Venta,Barcelona,1842785,2006-07-19,María
135,1971,2005-12-16,Oficina,Alquiler,Girona,857925,2006-06-25,Joaquín
67,1973,2005-12-17,Parking,Venta,Girona,490507,2006-04-01,María
57,1974,2005-12-17,Parking,Alquiler,Girona,387828,2006-03-25,Luisa
238,1979,2005-12-20,Industrial,Alquiler,Barcelona,2136288,2006-09-01,María
281,1980,2005-12-20,Local,Venta,Lleida,2671748,2006-12-18,Carmen
49,1981,2005-12-20,Local,Alquiler,Girona,425565,2006-05-06,Joaquín
243,1983,2005-12-21,Suelo,Alquiler,Barcelona,2390634,2006-06-26,Luisa
289,1985,2005-12-21,Piso,Venta,Tarragona,2789428,2006-04-29,Pedro
139,1987,2005-12-21,Parking,Alquiler,Girona,875978,2006-05-04,Jesús
210,1988,2005-12-22,Industrial,Alquiler,Girona,1770930,2006-04-20,María
276,1989,2005-12-22,Casa,Venta,Barcelona,2548584,2006-10-13,Jesús
203,1990,2005-12-22,Suelo,Alquiler,Tarragona,2021880,2006-04-29,Joaquín
274,1991,2005-12-22,Oficina,Venta,Tarragona,2456958,2006-10-03,Jesús
299,1993,2005-12-23,Local,Venta,Girona,2110342,2006-04-13,Jesús
86,1994,2005-12-23,Casa,Venta,Girona,651192,2006-04-23,Luisa
267,1995,2005-12-23,Local,Alquiler,Barcelona,2263626,2006-07-04,Pedro
178,1996,2005-12-23,Industrial,Venta,Tarragona,1642584,2006-12-18,Luisa
264,1998,2005-12-24,Local,Venta,Tarragona,2303928,2006-04-17,Luisa
243,1999,2005-12-24,Piso,Venta,Tarragona,1693710,2006-05-23,Pedro
283,2002,2005-12-25,Casa,Venta,Barcelona,1653852,2006-08-28,María
272,2006,2005-12-27,Parking,Venta,Girona,1774528,2006-06-21,Jesús
259,2011,2005-12-28,Oficina,Venta,Lleida,1555813,2006-09-17,Carmen
227,2014,2005-12-30,Oficina,Alquiler,Girona,2029607,2006-10-20,Carmen
262,2015,2005-12-30,Parking,Venta,Girona,1407726,2006-11-01,María
284,2016,2005-12-31,Casa,Alquiler,Girona,2815292,2006-12-07,Jesús
141,2023,2006-01-02,Local,Venta,Girona,763233,2006-12-26,Luisa
271,2024,2006-01-02,Casa,Alquiler,Girona,2471249,2006-04-04,Joaquín
41,2027,2006-01-03,Industrial,Venta,Girona,368959,2006-08-29,Carmen
229,2030,2006-01-03,Casa,Alquiler,Barcelona,2219468,2006-07-12,Luisa
116,2032,2006-01-03,Industrial,Venta,Girona,616192,2006-05-21,María
155,2033,2006-01-03,Casa,Alquiler,Girona,1247750,2006-09-11,María
163,2034,2006-01-05,Casa,Alquiler,Girona,761047,2006-10-16,Luisa
289,2035,2006-01-05,Industrial,Venta,Lleida,1809140,2006-09-12,Joaquín
283,2038,2006-01-06,Local,Alquiler,Barcelona,2107784,2006-04-19,María
207,2040,2006-01-07,Oficina,Alquiler,Lleida,2014110,2006-11-01,Joaquín
280,2043,2006-01-08,Casa,Alquiler,Girona,2346400,2006-05-07,María
194,2045,2006-01-09,Piso,Alquiler,Tarragona,1792560,2006-05-05,Joaquín
256,2046,2006-01-09,Industrial,Alquiler,Girona,2331648,2006-11-26,Luisa
249,2047,2006-01-09,Piso,Alquiler,Barcelona,2053005,2006-07-24,Luisa
275,2049,2006-01-10,Casa,Venta,Barcelona,1856525,2006-09-04,Jesús
180,2050,2006-01-10,Casa,Alquiler,Barcelona,1741320,2006-06-08,María
68,2052,2006-01-11,Industrial,Alquiler,Girona,386036,2006-10-14,Jesús
185,2053,2006-01-11,Oficina,Venta,Girona,1730675,2006-10-07,María
247,2054,2006-01-11,Oficina,Venta,Tarragona,1568697,2006-05-14,Luisa
289,2056,2006-01-12,Piso,Alquiler,Girona,2462280,2007-01-05,Jesús
261,2061,2006-01-13,Suelo,Venta,Lleida,1615851,2006-12-25,Jesús
165,2066,2006-01-14,Local,Alquiler,Girona,1461570,2006-10-17,Carmen
255,2068,2006-01-14,Local,Alquiler,Lleida,2494410,2006-11-22,Luisa
199,2069,2006-01-15,Oficina,Alquiler,Barcelona,1685132,2006-11-07,Joaquín
245,2070,2006-01-15,Suelo,Venta,Barcelona,2399040,2006-05-31,Joaquín
272,2071,2006-01-15,Oficina,Alquiler,Lleida,2487712,2006-04-25,Carmen
239,2073,2006-01-15,Casa,Venta,Girona,2030783,2006-12-16,María
246,2077,2006-01-17,Industrial,Alquiler,Lleida,2398008,2006-05-22,Jesús
234,2080,2006-01-18,Suelo,Venta,Girona,2049606,2006-04-21,María
66,2081,2006-01-18,Local,Venta,Girona,500610,2006-05-15,Luisa
267,2083,2006-01-19,Piso,Venta,Girona,2245203,2006-07-28,María
188,2084,2006-01-19,Parking,Alquiler,Girona,1422220,2006-07-20,María
296,2085,2006-01-19,Industrial,Venta,Girona,2387832,2006-06-28,María
256,2086,2006-01-20,Local,Alquiler,Girona,1428480,2006-06-26,Pedro
265,2087,2006-01-20,Parking,Alquiler,Barcelona,2119735,2006-10-15,Pedro
85,2092,2006-01-23,Suelo,Venta,Girona,472685,2006-09-01,Pedro
